item_id,quantity,price,last_updated
A437,low,CALL,2023.05.10
A437,,CALL,
A437,low,TBD,01/05/2023
A437,OUT OF STOCK,,01/05/2023
A438,low,,Pending
A438,OUT OF STOCK,TBD,2023-01-01
A438,73,,2023.05.10
A439,low,,01/05/2023
A439,,CALL,Pending
A439,OUT OF STOCK,,2023.05.10
A439,,CALL,2023.05.10
A439,17,CALL,2023.05.10
A439,low,TBD,
A440,low,47.28,2023.05.10
A440,97,125.26,2023.05.10
A440,low,CALL,Pending
A440,OUT OF STOCK,498.39,2023.05.10
A440,OUT OF STOCK,410.82,
A440,,TBD,2023-01-01
A440,low,TBD,2023.05.10
A440,19,357.01,
A441,,,2023-01-01
A441,58,,2023.05.10
A441,,TBD,2023.05.10
A442,low,135.37,Pending
A442,OUT OF STOCK,,01/05/2023
A442,46,TBD,2023-01-01
A442,,42.21,01/05/2023
A442,low,360.82,Pending
A442,,253.45,Pending
A442,OUT OF STOCK,,2023-01-01
A442,low,CALL,2023.05.10
A442,low,CALL,2023.05.10
A442,OUT OF STOCK,TBD,
A442,low,,2023.05.10
A443,,,2023-01-01
A443,low,,
A443,OUT OF STOCK,TBD,Pending
A444,59,,01/05/2023
A444,,CALL,Pending
A444,OUT OF STOCK,235.08,2023.05.10
A444,63,,2023.05.10
A444,54,,Pending
A445,OUT OF STOCK,,
A445,OUT OF STOCK,454.87,01/05/2023
A445,low,TBD,Pending
A445,OUT OF STOCK,,Pending
A445,,388.48,2023.05.10
A445,OUT OF STOCK,,
A445,42,CALL,01/05/2023
A445,OUT OF STOCK,72.42,2023-01-01
A445,OUT OF STOCK,,2023-01-01
A445,,TBD,
A446,OUT OF STOCK,CALL,01/05/2023
A446,43,,Pending
A446,OUT OF STOCK,CALL,01/05/2023
A446,low,,2023-01-01
A447,OUT OF STOCK,CALL,
A447,31,CALL,2023.05.10
A447,OUT OF STOCK,352.51,2023-01-01
A447,78,404.28,01/05/2023
A447,,TBD,
A447,OUT OF STOCK,CALL,01/05/2023
A448,OUT OF STOCK,TBD,Pending
A448,18,,Pending
A448,,CALL,01/05/2023
A448,,CALL,
A448,low,,Pending
A449,OUT OF STOCK,CALL,Pending
A449,,295.54,2023-01-01
A449,,,2023-01-01
A450,,,01/05/2023
A450,19,CALL,2023-01-01
A450,low,TBD,01/05/2023
A450,,CALL,01/05/2023
A450,low,493.97,01/05/2023
A450,,TBD,
A450,OUT OF STOCK,TBD,01/05/2023
A450,67,,Pending
A450,low,477.95,Pending
A450,low,TBD,Pending
A451,low,30.61,
A451,low,TBD,01/05/2023
A452,32,CALL,2023-01-01
A452,OUT OF STOCK,28.52,
A452,OUT OF STOCK,CALL,01/05/2023
A453,,,2023-01-01
A453,OUT OF STOCK,462.07,2023.05.10
A453,OUT OF STOCK,,01/05/2023
A453,45,TBD,2023.05.10
A454,76,250.9,2023-01-01
A454,OUT OF STOCK,TBD,Pending
A454,OUT OF STOCK,TBD,Pending
A454,48,TBD,Pending
A454,51,,Pending
A455,OUT OF STOCK,TBD,Pending
A455,low,CALL,
A455,OUT OF STOCK,,01/05/2023
A456,92,,
A456,low,23.98,Pending
A456,low,,01/05/2023
A456,,,2023-01-01
A456,,TBD,2023-01-01
A456,low,CALL,01/05/2023
A456,,47.8,2023-01-01
A456,73,TBD,2023-01-01
A456,OUT OF STOCK,TBD,2023-01-01
A456,low,TBD,2023.05.10
A457,,TBD,2023.05.10
A457,,CALL,Pending
A457,low,CALL,Pending
A457,17,CALL,2023.05.10
A458,83,TBD,2023.05.10
A458,low,TBD,Pending
A458,71,,2023.05.10
A458,,CALL,Pending
A458,71,,2023.05.10
A458,16,CALL,2023-01-01
A458,OUT OF STOCK,CALL,
A458,low,CALL,01/05/2023
A458,,TBD,2023.05.10
A459,24,,2023.05.10
A459,OUT OF STOCK,468.07,2023-01-01
A459,low,TBD,
A459,43,TBD,01/05/2023
A460,OUT OF STOCK,,01/05/2023
A460,,TBD,01/05/2023
A460,low,TBD,Pending
A460,OUT OF STOCK,CALL,
A460,95,,
A460,OUT OF STOCK,CALL,2023-01-01
A460,21,TBD,2023.05.10
A460,,,Pending
A460,low,,
A461,,CALL,2023-01-01
A461,,296.83,Pending
A461,65,248.0,2023-01-01
A461,78,9.79,Pending
A461,7,CALL,Pending
A461,,TBD,2023.05.10
A461,OUT OF STOCK,,2023.05.10
A461,low,TBD,01/05/2023
A461,OUT OF STOCK,69.44,
A461,low,97.26,01/05/2023
A462,,,01/05/2023
A462,,,2023.05.10
A462,,CALL,2023-01-01
A462,95,23.46,2023.05.10
A462,,,2023-01-01
A462,,TBD,01/05/2023
A462,low,CALL,2023-01-01
A462,low,,
A463,20,CALL,2023-01-01
A463,low,CALL,Pending
A463,low,,Pending
A463,low,379.24,
A463,77,CALL,2023-01-01
A464,46,CALL,
A464,low,24.16,2023-01-01
A464,OUT OF STOCK,TBD,01/05/2023
A464,low,CALL,2023.05.10
A464,OUT OF STOCK,,
A465,36,,2023.05.10
A465,15,134.78,2023-01-01
A465,,78.48,2023.05.10
A466,,TBD,2023.05.10
A466,low,CALL,2023-01-01
A466,,290.37,01/05/2023
A467,OUT OF STOCK,13.59,01/05/2023
A467,61,CALL,01/05/2023
A467,low,CALL,2023-01-01
A467,low,CALL,01/05/2023
A468,low,CALL,01/05/2023
A468,,,
A469,6,TBD,01/05/2023
A469,low,,
A469,6,TBD,01/05/2023
A469,OUT OF STOCK,,
A470,,CALL,Pending
A470,,74.51,
A470,low,CALL,2023.05.10
A470,OUT OF STOCK,CALL,01/05/2023
A470,low,189.69,Pending
A470,,CALL,2023-01-01
A471,44,113.82,Pending
A471,13,CALL,01/05/2023
A471,low,,01/05/2023
A471,OUT OF STOCK,TBD,2023.05.10
A472,low,TBD,2023.05.10
A472,,214.29,
A472,OUT OF STOCK,209.91,Pending
A472,OUT OF STOCK,434.83,Pending
A472,low,218.93,
A472,94,TBD,01/05/2023
A472,OUT OF STOCK,293.74,01/05/2023
A473,68,,2023-01-01
A473,low,,2023-01-01
A473,OUT OF STOCK,TBD,2023.05.10
A473,,427.05,2023-01-01
A473,57,,2023.05.10
A473,low,TBD,
A473,OUT OF STOCK,TBD,01/05/2023
A473,,54.18,Pending
A473,,416.34,2023.05.10
A473,low,CALL,2023-01-01
A473,low,404.56,2023-01-01
A474,OUT OF STOCK,,01/05/2023
A474,OUT OF STOCK,CALL,
A474,,,Pending
A475,,TBD,2023.05.10
A475,85,CALL,Pending
A475,64,,2023.05.10
A475,low,TBD,Pending
A475,low,CALL,2023.05.10
A475,OUT OF STOCK,458.06,01/05/2023
A476,low,260.99,Pending
A476,low,,2023-01-01
A476,,221.61,
A476,low,402.54,Pending
A476,19,CALL,
A476,low,CALL,Pending
A476,,40.55,01/05/2023
A476,,53.88,
A476,19,CALL,
A477,low,CALL,01/05/2023
A477,37,,
A477,low,TBD,2023-01-01
A477,,TBD,2023-01-01
A478,low,CALL,2023.05.10
A478,OUT OF STOCK,,01/05/2023
A478,OUT OF STOCK,,2023.05.10
A479,low,TBD,2023-01-01
A479,17,,Pending
A479,low,CALL,2023-01-01
A479,45,353.7,2023.05.10
A479,,,2023.05.10
A479,23,CALL,2023.05.10
A479,low,CALL,2023-01-01
A480,low,226.82,2023-01-01
A480,74,TBD,Pending
A480,low,TBD,Pending
A480,low,54.96,01/05/2023
A480,,160.83,Pending
A480,60,172.83,2023.05.10
A480,low,,
A480,18,,2023.05.10
A480,low,,
A481,OUT OF STOCK,TBD,01/05/2023
A481,OUT OF STOCK,CALL,2023.05.10
A481,,TBD,
A481,,CALL,01/05/2023
A481,,264.43,01/05/2023
A481,OUT OF STOCK,,2023.05.10
A482,,TBD,2023.05.10
A482,,,01/05/2023
A483,OUT OF STOCK,106.99,
A483,OUT OF STOCK,149.01,
A483,OUT OF STOCK,,
A483,,CALL,
A483,OUT OF STOCK,TBD,2023.05.10
A484,OUT OF STOCK,TBD,
A484,low,317.27,Pending
A484,low,TBD,Pending
A484,OUT OF STOCK,TBD,2023-01-01
A484,,,2023-01-01
A484,,CALL,01/05/2023
A484,,TBD,Pending
A484,,CALL,2023-01-01
A485,OUT OF STOCK,290.42,2023.05.10
A485,,CALL,
A485,OUT OF STOCK,CALL,01/05/2023
A486,low,TBD,2023.05.10
A486,OUT OF STOCK,229.73,2023.05.10
A486,low,TBD,2023.05.10
A486,69,,2023-01-01
A486,low,CALL,2023.05.10
A486,2,CALL,Pending
A486,,,01/05/2023
A486,low,CALL,
A487,low,TBD,01/05/2023
A487,8,459.53,01/05/2023
A487,,,01/05/2023
A487,,TBD,01/05/2023
A487,77,CALL,01/05/2023
A488,OUT OF STOCK,209.8,Pending
A488,low,,2023-01-01
A488,,229.53,01/05/2023
A488,OUT OF STOCK,,2023-01-01
A488,49,TBD,Pending
A488,low,11.74,
A488,OUT OF STOCK,267.0,
A489,,TBD,Pending
A489,13,,01/05/2023
A489,,,2023-01-01
A489,,94.41,01/05/2023
A489,low,TBD,2023.05.10
A490,53,CALL,01/05/2023
A490,low,284.48,
A490,57,TBD,2023-01-01
A490,,CALL,01/05/2023
A490,56,400.68,01/05/2023
A490,,TBD,2023-01-01
A490,low,CALL,2023-01-01
A490,OUT OF STOCK,CALL,
A491,,CALL,
A491,OUT OF STOCK,180.07,01/05/2023
A491,,,
A491,,CALL,
A491,low,430.73,Pending
A491,,CALL,Pending
A493,,470.34,Pending
A493,low,,01/05/2023
A493,OUT OF STOCK,166.48,2023-01-01
A493,OUT OF STOCK,,2023.05.10
A493,low,TBD,2023.05.10
A493,low,TBD,Pending
A493,low,58.41,Pending
A493,OUT OF STOCK,CALL,01/05/2023
A493,3,,Pending
A493,OUT OF STOCK,CALL,Pending
A493,40,,01/05/2023
A494,OUT OF STOCK,,2023-01-01
A494,low,CALL,2023-01-01
A494,low,191.7,Pending
A494,,CALL,01/05/2023
A494,,CALL,01/05/2023
A494,low,73.74,
A494,30,,Pending
A495,,479.85,Pending
A495,OUT OF STOCK,CALL,
A495,91,CALL,2023-01-01
A495,OUT OF STOCK,,2023.05.10
A495,,84.96,2023-01-01
A495,,CALL,Pending
A496,low,,
A496,,CALL,Pending
A496,OUT OF STOCK,447.73,Pending
A497,low,221.65,2023.05.10
A497,OUT OF STOCK,,2023.05.10
A497,71,,
A497,,CALL,
A498,60,CALL,
A498,low,,Pending
A498,,,2023.05.10
A498,,CALL,01/05/2023
A498,72,CALL,Pending
A498,low,,2023-01-01
A498,93,253.39,Pending
A498,low,,
A498,low,365.01,Pending
A498,OUT OF STOCK,CALL,
A499,,82.26,01/05/2023
A499,low,,
A499,OUT OF STOCK,TBD,
A499,66,TBD,
A499,OUT OF STOCK,TBD,01/05/2023
A499,low,CALL,2023-01-01
A499,40,,Pending
A499,low,TBD,2023.05.10
A499,,CALL,Pending
A500,OUT OF STOCK,,Pending
A500,low,66.4,2023.05.10
A500,,,2023.05.10
A500,low,,Pending
A500,,21.07,2023.05.10
A500,OUT OF STOCK,,2023-01-01
A500,,TBD,
A500,25,TBD,
A500,OUT OF STOCK,CALL,01/05/2023
A501,OUT OF STOCK,CALL,2023-01-01
A501,OUT OF STOCK,369.2,01/05/2023
A501,low,TBD,01/05/2023
A501,low,,2023.05.10
A501,OUT OF STOCK,453.29,01/05/2023
A501,OUT OF STOCK,CALL,Pending
A502,78,TBD,
A502,low,,2023-01-01
A502,low,496.4,01/05/2023
A503,low,CALL,Pending
A503,91,TBD,Pending
A503,4,CALL,2023-01-01
A503,low,TBD,01/05/2023
A503,8,CALL,2023.05.10
A503,OUT OF STOCK,229.94,
A503,76,CALL,
A503,,381.08,2023.05.10
A503,OUT OF STOCK,156.56,2023-01-01
A503,OUT OF STOCK,TBD,Pending
A503,46,,
A503,OUT OF STOCK,,2023.05.10
A503,low,TBD,01/05/2023
A503,82,316.98,Pending
A503,OUT OF STOCK,TBD,01/05/2023
A503,43,,Pending
A503,,,2023.05.10
A503,low,TBD,
A504,low,TBD,Pending
A504,72,CALL,01/05/2023
A504,,,
A504,,,Pending
A504,,112.0,2023-01-01
A504,low,TBD,2023.05.10
A505,low,,
A505,49,TBD,
A506,,119.65,
A506,,,
A507,OUT OF STOCK,,
A507,,CALL,Pending
A507,low,CALL,01/05/2023
A507,82,CALL,Pending
A507,OUT OF STOCK,TBD,2023-01-01
A508,OUT OF STOCK,,
A508,67,,2023-01-01
A508,,TBD,2023-01-01
A508,OUT OF STOCK,,Pending
A508,67,,2023-01-01
A508,OUT OF STOCK,TBD,2023-01-01
A509,93,,2023.05.10
A509,OUT OF STOCK,19.12,
A509,9,37.48,2023.05.10
A509,92,TBD,Pending
A509,low,,2023-01-01
A509,6,,2023.05.10
A509,,,01/05/2023
A509,OUT OF STOCK,240.52,2023-01-01
A509,31,TBD,01/05/2023
A510,low,TBD,01/05/2023
A510,17,,01/05/2023
A510,low,356.9,01/05/2023
A510,OUT OF STOCK,33.46,Pending
A511,99,,01/05/2023
A511,,,2023.05.10
A511,,119.75,Pending
A512,low,TBD,2023-01-01
A512,,TBD,2023.05.10
A512,7,TBD,
A512,48,CALL,2023-01-01
A512,97,CALL,01/05/2023
A512,low,CALL,Pending
A512,17,TBD,01/05/2023
A512,43,CALL,2023-01-01
A512,94,,Pending
A513,OUT OF STOCK,277.25,
A513,,CALL,01/05/2023
A513,OUT OF STOCK,CALL,
A514,OUT OF STOCK,TBD,2023-01-01
A514,OUT OF STOCK,TBD,
A514,low,CALL,Pending
A514,OUT OF STOCK,CALL,01/05/2023
A515,56,CALL,Pending
A515,OUT OF STOCK,256.7,Pending
A515,,CALL,Pending
A515,low,TBD,2023-01-01
A515,low,CALL,2023-01-01
A515,low,CALL,
A515,low,CALL,
A516,79,TBD,01/05/2023
A516,OUT OF STOCK,CALL,2023.05.10
A516,,,2023.05.10
A516,42,CALL,01/05/2023
A516,,158.27,2023.05.10
A517,low,58.82,
A517,,TBD,01/05/2023
A517,,TBD,
A517,,CALL,
A517,,CALL,2023-01-01
A517,low,,01/05/2023
A517,,,Pending
A517,86,CALL,
A518,low,,2023.05.10
A518,low,181.69,2023.05.10
A518,low,348.47,01/05/2023
A518,low,CALL,2023.05.10
A518,90,,
A518,1,38.19,01/05/2023
A519,2,TBD,2023.05.10
A519,low,TBD,2023.05.10
A519,62,TBD,2023-01-01
A519,OUT OF STOCK,173.5,Pending
A519,low,CALL,2023-01-01
A519,low,CALL,
A519,OUT OF STOCK,281.8,
A520,low,CALL,01/05/2023
A520,OUT OF STOCK,18.02,2023-01-01
A520,,317.09,2023.05.10
A520,16,226.01,2023-01-01
A520,46,,2023-01-01
A520,37,CALL,2023-01-01
A520,low,CALL,
A521,low,TBD,01/05/2023
A521,OUT OF STOCK,35.83,
A521,low,CALL,
A521,low,,01/05/2023
A521,,CALL,
A522,low,CALL,2023.05.10
A522,55,,2023-01-01
A522,low,323.9,2023.05.10
A522,,280.0,2023-01-01
A523,63,256.42,
A523,OUT OF STOCK,CALL,01/05/2023
A523,OUT OF STOCK,TBD,2023.05.10
A523,73,CALL,01/05/2023
A523,OUT OF STOCK,,2023-01-01
A523,low,TBD,01/05/2023
A523,OUT OF STOCK,CALL,2023.05.10
A523,68,TBD,2023-01-01
A523,low,CALL,2023-01-01
A523,low,,2023.05.10
A523,OUT OF STOCK,,01/05/2023
A523,83,TBD,01/05/2023
A523,82,,
A524,OUT OF STOCK,86.54,2023-01-01
A524,low,,2023.05.10
A524,23,TBD,01/05/2023
A524,,CALL,
A524,,CALL,01/05/2023
A525,OUT OF STOCK,386.32,
A525,20,CALL,2023.05.10
A525,,,2023-01-01
A526,,,2023-01-01
A526,OUT OF STOCK,TBD,
A526,low,151.88,
A526,21,24.23,2023-01-01
A526,OUT OF STOCK,211.48,2023.05.10
A526,low,CALL,2023-01-01
A526,,57.24,01/05/2023
A527,11,493.99,Pending
A527,low,TBD,Pending
A528,,,
A528,OUT OF STOCK,30.02,2023-01-01
A528,29,TBD,2023.05.10
A530,,CALL,Pending
A530,45,52.66,Pending
A530,22,CALL,2023-01-01
A530,64,260.97,2023-01-01
A530,8,,2023.05.10
A531,,TBD,Pending
A531,OUT OF STOCK,CALL,01/05/2023
A531,5,CALL,
A531,,CALL,2023.05.10
A531,OUT OF STOCK,309.09,2023.05.10
A531,,,
A531,,TBD,
A532,26,189.12,Pending
A532,low,CALL,2023-01-01
A532,51,74.71,Pending
A532,38,56.65,01/05/2023
A533,OUT OF STOCK,,01/05/2023
A533,30,TBD,01/05/2023
A533,OUT OF STOCK,CALL,01/05/2023
A533,,,
A535,OUT OF STOCK,TBD,01/05/2023
A535,98,,
A535,low,96.22,01/05/2023
A535,low,,
A535,,CALL,
A535,low,392.58,2023-01-01
A536,60,CALL,2023-01-01
A536,low,CALL,2023-01-01
A536,low,TBD,
A536,99,CALL,01/05/2023
A536,21,,
A537,,CALL,2023.05.10
A537,OUT OF STOCK,TBD,
A537,low,494.75,2023.05.10
A537,,TBD,2023-01-01
A537,OUT OF STOCK,393.78,Pending
A538,low,CALL,2023.05.10
A538,OUT OF STOCK,,2023-01-01
A538,OUT OF STOCK,195.38,01/05/2023
A538,,TBD,2023-01-01
A538,OUT OF STOCK,,
A538,1,CALL,01/05/2023
A539,13,TBD,Pending
A539,15,,2023.05.10
A539,,,01/05/2023
A539,low,100.1,Pending
A539,low,,Pending
A539,,35.05,2023.05.10
A539,,TBD,
A539,OUT OF STOCK,CALL,Pending
A540,low,47.15,01/05/2023
A540,OUT OF STOCK,TBD,
A541,18,467.88,01/05/2023
A541,,,Pending
A541,27,366.04,Pending
A542,,CALL,Pending
A542,96,TBD,Pending
A542,,TBD,
A542,low,TBD,2023.05.10
A542,OUT OF STOCK,TBD,Pending
A543,,CALL,2023.05.10
A543,OUT OF STOCK,TBD,
A543,,,01/05/2023
A543,23,TBD,2023.05.10
A543,60,,2023.05.10
A543,OUT OF STOCK,TBD,
A543,low,TBD,Pending
A543,OUT OF STOCK,CALL,2023-01-01
A543,OUT OF STOCK,TBD,Pending
A543,,TBD,
A544,low,,2023-01-01
A544,45,TBD,2023.05.10
A544,OUT OF STOCK,444.97,Pending
A545,,46.4,Pending
A545,OUT OF STOCK,,
A545,80,TBD,2023-01-01
A545,,212.75,2023-01-01
A545,OUT OF STOCK,TBD,
A546,96,CALL,01/05/2023
A546,low,TBD,Pending
A546,,185.35,
A547,OUT OF STOCK,,2023.05.10
A547,low,,Pending
A547,8,,01/05/2023
A547,OUT OF STOCK,,Pending
A548,,492.83,
A548,low,58.91,01/05/2023
A548,OUT OF STOCK,CALL,2023.05.10
A548,low,TBD,
A549,,,2023-01-01
A549,OUT OF STOCK,TBD,2023.05.10
A549,,,2023.05.10
A549,low,TBD,2023.05.10
A550,,,01/05/2023
A550,OUT OF STOCK,TBD,Pending
A550,9,CALL,2023.05.10
A550,26,CALL,2023.05.10
A550,low,CALL,2023-01-01
A550,OUT OF STOCK,,2023.05.10
A551,low,,01/05/2023
A551,low,427.01,01/05/2023
A551,low,CALL,2023-01-01
A551,96,415.18,2023-01-01
A551,low,,2023-01-01
A551,98,464.97,01/05/2023
A551,OUT OF STOCK,TBD,Pending
A551,,CALL,Pending
A552,OUT OF STOCK,350.16,01/05/2023
A552,OUT OF STOCK,17.8,01/05/2023
A552,,CALL,2023.05.10
A552,,TBD,01/05/2023
A552,low,,Pending
A553,,95.15,Pending
A553,OUT OF STOCK,372.15,
A553,low,CALL,Pending
A553,,95.15,Pending
A553,low,188.23,2023-01-01
A553,64,299.47,01/05/2023
A554,OUT OF STOCK,,2023-01-01
A554,low,,
A554,OUT OF STOCK,175.26,2023-01-01
A554,OUT OF STOCK,,01/05/2023
A554,low,,2023-01-01
A555,87,226.24,Pending
A555,,134.11,Pending
A555,,TBD,2023.05.10
A555,low,288.63,2023.05.10
A555,low,TBD,
A555,low,395.7,2023.05.10
A555,OUT OF STOCK,,2023.05.10
A555,,,Pending
A555,low,TBD,01/05/2023
A556,,TBD,
A556,OUT OF STOCK,,2023-01-01
A556,1,389.53,Pending
A557,,131.83,Pending
A557,OUT OF STOCK,237.15,01/05/2023
A557,,CALL,01/05/2023
A557,,404.17,2023.05.10
A557,,CALL,2023-01-01
A557,OUT OF STOCK,,
A558,,459.64,2023-01-01
A558,,TBD,01/05/2023
A558,low,CALL,Pending
A558,low,CALL,
A558,,211.69,2023.05.10
A558,64,TBD,2023-01-01
A559,OUT OF STOCK,,2023.05.10
A559,5,TBD,01/05/2023
A559,28,CALL,Pending
A559,low,CALL,Pending
A559,,125.38,01/05/2023
A559,,,
A559,OUT OF STOCK,CALL,Pending
A560,OUT OF STOCK,,
A560,64,TBD,
A560,low,TBD,
A560,OUT OF STOCK,TBD,01/05/2023
A560,OUT OF STOCK,CALL,Pending
A560,low,,Pending
A560,OUT OF STOCK,499.25,2023.05.10
A560,OUT OF STOCK,,2023-01-01
A560,99,CALL,Pending
A561,low,,Pending
A561,,473.96,Pending
A561,OUT OF STOCK,TBD,2023.05.10
A561,64,,2023-01-01
A561,,TBD,Pending
A561,,388.81,2023.05.10
A561,,CALL,2023.05.10
A562,20,CALL,2023-01-01
A562,low,,
A562,,TBD,2023-01-01
A562,,,01/05/2023
A562,,TBD,2023.05.10
A562,9,377.99,Pending
A563,OUT OF STOCK,341.76,
A563,low,CALL,01/05/2023
A563,27,,
A563,low,CALL,Pending
A564,67,CALL,2023.05.10
A564,,CALL,
A564,,416.89,2023-01-01
A564,,CALL,
A564,,TBD,Pending
A564,OUT OF STOCK,TBD,Pending
A564,OUT OF STOCK,TBD,
A565,OUT OF STOCK,CALL,
A565,OUT OF STOCK,CALL,2023-01-01
A565,low,,2023-01-01
A565,low,411.11,01/05/2023
A565,,TBD,
A565,96,,2023.05.10
A565,,457.92,
A565,10,66.86,Pending
A565,low,TBD,Pending
A566,,TBD,2023-01-01
A566,OUT OF STOCK,,2023-01-01
A566,low,,
A567,OUT OF STOCK,293.99,Pending
A567,69,,2023-01-01
A568,34,236.82,2023.05.10
A568,,54.25,
A568,OUT OF STOCK,,2023-01-01
A568,low,,2023-01-01
A569,66,TBD,2023-01-01
A569,OUT OF STOCK,CALL,2023-01-01
A569,low,TBD,2023-01-01
A569,low,CALL,Pending
A569,,TBD,Pending
A569,OUT OF STOCK,TBD,
A569,low,CALL,Pending
A569,46,,2023.05.10
A570,OUT OF STOCK,TBD,
A570,low,373.09,Pending
A571,,,2023-01-01
A571,12,,2023.05.10
A571,,TBD,2023.05.10
A572,OUT OF STOCK,,2023.05.10
A572,57,29.09,Pending
A572,low,,01/05/2023
A572,,TBD,2023-01-01
A572,OUT OF STOCK,TBD,01/05/2023
A572,OUT OF STOCK,CALL,2023-01-01
A572,80,CALL,01/05/2023
A573,82,TBD,Pending
A573,64,413.94,Pending
A573,low,23.66,2023.05.10
A573,OUT OF STOCK,,01/05/2023
A573,,TBD,Pending
A573,low,341.33,Pending
A574,low,320.2,2023-01-01
A574,62,TBD,2023.05.10
A574,low,56.8,
A574,OUT OF STOCK,CALL,Pending
A574,28,TBD,Pending
A575,low,103.24,01/05/2023
A575,,,2023-01-01
A575,,295.26,2023.05.10
A575,3,119.5,Pending
A575,20,,
A576,17,,01/05/2023
A576,OUT OF STOCK,CALL,2023-01-01
A576,,CALL,Pending
A576,,52.68,2023-01-01
A576,OUT OF STOCK,CALL,2023-01-01
A576,,CALL,Pending
A577,,,Pending
A577,36,7.03,2023.05.10
A577,,CALL,2023.05.10
A577,8,TBD,
A577,low,TBD,
A577,OUT OF STOCK,TBD,2023-01-01
A577,OUT OF STOCK,CALL,Pending
A577,low,CALL,01/05/2023
A577,low,CALL,
A577,,TBD,2023.05.10
A578,low,,
A578,,,2023-01-01
A578,,236.4,
A578,,TBD,Pending
A578,low,TBD,
A579,OUT OF STOCK,,Pending
A579,low,368.46,2023-01-01
A580,,,01/05/2023
A580,,287.07,01/05/2023
A580,low,CALL,Pending
A580,OUT OF STOCK,TBD,2023-01-01
A580,,TBD,2023-01-01
A581,96,211.09,2023-01-01
A581,OUT OF STOCK,TBD,2023.05.10
A581,40,121.07,Pending
A582,,259.25,2023-01-01
A582,,,2023.05.10
A582,low,CALL,2023-01-01
A582,OUT OF STOCK,TBD,Pending
A582,71,413.0,2023-01-01
A582,,CALL,01/05/2023
A582,79,492.27,01/05/2023
A582,low,CALL,01/05/2023
A583,low,CALL,01/05/2023
A583,9,TBD,2023-01-01
A583,30,CALL,
A583,low,201.48,2023.05.10
A583,,CALL,
A585,OUT OF STOCK,CALL,
A585,OUT OF STOCK,TBD,01/05/2023
A585,20,TBD,Pending
A585,64,,2023.05.10
A585,,167.58,2023-01-01
A586,,67.54,2023-01-01
A586,OUT OF STOCK,CALL,2023.05.10
A586,OUT OF STOCK,CALL,Pending
A586,,TBD,Pending
A586,low,395.58,2023-01-01
A586,,275.38,2023.05.10
A586,OUT OF STOCK,CALL,
A587,45,,Pending
A587,,TBD,2023-01-01
A587,,TBD,01/05/2023
A587,OUT OF STOCK,CALL,01/05/2023
A587,,CALL,
A587,low,266.88,01/05/2023
A587,low,16.14,Pending
A588,low,TBD,2023-01-01
A588,low,TBD,01/05/2023
A588,OUT OF STOCK,TBD,2023.05.10
A588,,127.01,2023.05.10
A588,,279.72,Pending
A588,5,CALL,2023.05.10
A588,39,CALL,2023-01-01
A589,OUT OF STOCK,118.98,
A589,OUT OF STOCK,21.35,
A590,42,262.88,2023.05.10
A590,low,96.49,
A590,OUT OF STOCK,TBD,01/05/2023
A590,low,CALL,Pending
A590,OUT OF STOCK,244.87,
A590,,,2023.05.10
A591,,,2023-01-01
A591,low,236.97,Pending
A591,,368.34,2023-01-01
A591,low,,01/05/2023
A591,OUT OF STOCK,408.07,
A592,OUT OF STOCK,CALL,2023-01-01
A592,low,CALL,01/05/2023
A592,low,CALL,2023.05.10
A592,low,TBD,2023.05.10
A592,OUT OF STOCK,,01/05/2023
A592,,,2023.05.10
A592,OUT OF STOCK,TBD,2023-01-01
A592,,TBD,Pending
A593,OUT OF STOCK,,01/05/2023
A593,OUT OF STOCK,CALL,Pending
A593,66,TBD,2023-01-01
A593,OUT OF STOCK,CALL,2023.05.10
A593,42,454.83,Pending
A593,42,454.83,Pending
A594,OUT OF STOCK,99.02,2023.05.10
A594,low,TBD,2023.05.10
A594,low,CALL,2023-01-01
A594,low,CALL,01/05/2023
A594,,217.92,01/05/2023
A595,low,,Pending
A595,low,TBD,2023-01-01
A595,low,CALL,01/05/2023
A595,OUT OF STOCK,,
A596,OUT OF STOCK,405.37,
A596,89,TBD,Pending
A596,OUT OF STOCK,,2023-01-01
A596,,CALL,Pending
A596,60,444.88,
A597,OUT OF STOCK,405.76,01/05/2023
A597,low,400.27,2023.05.10
A597,,CALL,2023-01-01
A597,low,TBD,2023-01-01
A597,OUT OF STOCK,TBD,Pending
A597,19,CALL,Pending
A598,,CALL,
A598,65,CALL,01/05/2023
A598,46,,01/05/2023
A598,OUT OF STOCK,CALL,2023-01-01
A599,OUT OF STOCK,TBD,2023-01-01
A599,OUT OF STOCK,13.29,
A599,,,
A599,55,255.71,2023.05.10
A599,20,CALL,Pending
A599,,CALL,
A599,OUT OF STOCK,404.35,
A599,98,TBD,
A599,OUT OF STOCK,,
A600,OUT OF STOCK,,Pending
A600,,CALL,
A600,OUT OF STOCK,154.89,
A600,OUT OF STOCK,,2023.05.10
A600,,CALL,
A600,low,372.26,
A600,,TBD,
A600,,CALL,
A600,OUT OF STOCK,TBD,Pending
A600,,CALL,01/05/2023
A601,OUT OF STOCK,TBD,Pending
A601,OUT OF STOCK,,2023.05.10
A601,low,CALL,Pending
A601,,395.79,2023.05.10
A601,36,,Pending
A601,1,,2023.05.10
A601,,CALL,Pending
A601,OUT OF STOCK,455.16,2023.05.10
A601,46,255.54,2023.05.10
A602,,TBD,Pending
